example_id	sentence	dataset	index	guideline	type	gpt_type	type_name	is_valid_gpt	is_valid_human_1	is_valid_human_2
6039	White supremacists say that blacks are dumb, inferior, violent and criminals and they believe that if the Jews didn't exist to fool everyone into desegregation all those problems would go away. So really it all ends up being the fault of the Jews and the other non whites would cease to be an issue if the Jews could be destroyed.	dynahate	13688	harmful stereotype	1	1	Counter hate or referencing hate	1	1	1
6043	Jews forced to work for the guards or be killed	dynahate	38182	harmful stereotype	3	3	Neutral analytical discussion	1	1	1
6044	as a jew, I'm sick of hearing our existence is wrong and the Nazis should have finished the job	dynahate	37182	harmful stereotype	1	5	Counter hate or referencing hate	1	1	1
6046	White supremacists go blacks are dumb, inferior, violent and criminals and say if the Jews didn't exist to fool everyone into desegregation all those problems would go away. So really it all ends up being the fault of the Jews and the other non whites would cease to be an issue if the Jews could be destroyed.	dynahate	13729	harmful stereotype	1	1	Counter hate or referencing hate	1	1	1
6048	People who say we need a second holocaust, one which finally wipes off all jews from the planet are sick.	dynahate	8459	harmful stereotype	1	1	Counter hate or referencing hate	1	1	1
6050	the jews shouldnt be destroyed wtf	dynahate	16329	harmful stereotype	1	1	Counter hate or referencing hate	1	1	1
6052	jews are not the souless psychopaths that they are are made out to be.	dynahate	25373	harmful stereotype	1	1	Counter hate or referencing hate	1	1	1
6053	If you go to any white supremacist websites you'll see they say that no one chooses their race. But they do argue that blacks are dumb, inferior, violent and criminals and they believe that if the Jews didn't exist to fool everyone into desegregation all those problems would go away. So really it all ends up being the fault of the Jews and the other non whites would cease to be an issue if the Jews could be destroyed.	dynahate	13680	harmful stereotype	1	1	Counter hate or referencing hate	1	1	1
6054	"I am against the notion that the Jews saw black men and white women as their absolute best       chance at pushing the globalist dream of low IQ, light brown slaves with no strong affiliation, culture or identity beyond which ""gender"" they are or what ""sexual preference"" they have. A dream of a euro-asian, negroid race that's a complete affront to life and nature."	dynahate	31933	harmful stereotype	1	5	Counter hate or referencing hate	1	1	1
6055	If you go to any white supremacist sites you'll see they say that blacks are dumb, inferior, violent and criminals and they believe that if the Jews didn't exist to fool everyone into desegregation all those problems would go away. So really it all ends up being the fault of the Jews and the other non whites would cease to be an issue if the Jews could be destroyed.	dynahate	13685	harmful stereotype	1	1	Counter hate or referencing hate	1	1	1
6057	why all the jew-baiting? I mean, 2% of the population...do you really believe they have that much power? Either they are running the world, or they are meek, cowards, but you can't have it both ways	dynahate	14196	harmful stereotype	3	3	Neutral analytical discussion	1	1	1
6058	Dirty Jews, as we are usually called, tend to be the smartest	dynahate	4595	harmful stereotype	1	4	Counter hate or referencing hate	1	1	1
6059	The Jews didn't create it at all. The jews somewhat get blamed for everything	dynahate	26530	harmful stereotype	1	1	Counter hate or referencing hate	1	1	1
6060	Hitler developed the idea of the Jews as an evil race struggling for world domination.	dynahate	38203	harmful stereotype	3	3	Neutral analytical discussion	1	1	1
6061	Yet you WILL still continue to blame the Jews for your shitty uneducated poor lives...	dynahate	33209	harmful stereotype	1	1	Counter hate or referencing hate	1	1	1
6062	Jews were termed _x001c_life unworthy of life.	dynahate	38206	harmful stereotype	3	3	Neutral analytical discussion	1	1	1
6063	"I think most these people know that anyone who believes that jews are evil is deranged. After decades of their crazy rantings, to realise they're wrong now shakes their core, for them to think that they have been so foolish about it. Just as Mark Twain said, ""It's easier to fool people than to convince them that they have been fooled.'"	dynahate	34620	harmful stereotype	3	3	Neutral analytical discussion	0	1	1
6066	Jews are not money lovers	dynahate	9105	harmful stereotype	1	1	Counter hate or referencing hate	1	1	1
6069	White supremacists go blacks are dumb, inferior, violent and criminals and they believe that if the Jews didn't exist to fool everyone into desegregation all those problems would go away. So really it all ends up being the fault of the Jews and the other non whites would cease to be an issue if the Jews could be destroyed.	dynahate	23188	harmful stereotype	1	1	Counter hate or referencing hate	1	1	1
6071	"""it is 90% who control Hollywood, Tel-Avi-Sion, Wall Street and more who are all Ashkenazi. Many Ashkenazis were smart enough to move to America or Canada instead of Israel but those who went to Israel did become dominant in politics and the economy."" Fcukn goyim with their fake news"	dynahate	25365	harmful stereotype	1	3	Counter hate or referencing hate	1	1	1
6076	people that hate jews say the holocaust didn't exist and that jews always play the victim, they are wrong	dynahate	35472	harmful stereotype	1	1	Counter hate or referencing hate	1	1	1
6078	People that hate jews say they are disgusting animals and they should have all been killed. How can anyone think that?	dynahate	35458	harmful stereotype	1	1	Counter hate or referencing hate	1	1	1
6079	"""Jews constantly steal our energy through the """"poor me"""" control drama that James Redfield talks about. The holyhoax is the world's biggest control drama. Redfield advises us on how to deal with it - we need to call them on it. I get the feeling you want me to feel sorry for you. Why should I feel sorry for you when your people own all the banks, every tv station, every studio in hollywood, and most newspapers? Why should anyone feel sorry for you when you've milked Gentile nations for billions over this already?"", this is unaccepatable to say online i am against"	dynahate	13911	harmful stereotype	1	1	Counter hate or referencing hate	1	1	1
6080	Yes it's all because of the jews, i hate you jews for making a developed culture where everyone can live in peacefully ITS THE JEWSSSS!!!	dynahate	20346	harmful stereotype	1	5	Counter hate or referencing hate	1	1	1
6081	Wow, im just so sick of people trying to kick jews out of their nation. It has taken them decades to find somewhere where they belong, even if that place is highly contentious.	dynahate	26507	harmful stereotype	1	1	Counter hate or referencing hate	0	1	1
6082	Jews were murdered in the gas chambers at Auschwitz	dynahate	38177	harmful stereotype	3	3	Neutral analytical discussion	1	1	1
6084	Jews were herded naked into the gas chambers	dynahate	38172	harmful stereotype	3	3	Neutral analytical discussion	1	1	1
6085	The Liberal Israel-Hating Elite Dictate The Narrative By Owning All Mass Media. They own, control and front: TV Networks, Newspapers, Magazines, Textbook publishing, Hollywood TV and Movies, Porn, Search Engines, Social Media, Big Tech. EVERYTHING. It's the same with the Judiciary, the Universities and Colleges. For example, Supreme Court Justice Elena Kagan. During her 18 years as Dean of Harvard Law School, 84% of all the professors that she hired were Jewish but they have all written against Israel!	dynahate	25393	harmful stereotype	3	2	Neutral analytical discussion	1	1	1
6086	They are ramping it up and are going to exterminate us, just like the nazi's did with the jews.	dynahate	26116	harmful stereotype	3	5	Neutral analytical discussion	1	1	1
6087	"""This is everything that the Jews want. They want all of us gentiles/goyims which means cattle, to destroy ourselves. Israel is 100% responsible for every single imaginable bad thing that happened in the world for the past 100 years. ANd yes, that includes the 95% Jewish Bolsheviks AND the holocaust which was planned to give them 100% immunity from critique. And it has. ADL's antisemitism definition = SHUT THE FUCK UP CATTLE SLAVE. NO WORDS MAY BE SPOKEN"" thats awful and i would stand against"	dynahate	18154	harmful stereotype	1	1	Counter hate or referencing hate	1	1	1
6088	"It must be noted that pro-White groups often are guilty of publishing material that ""paints"" Blacks and other non-Whites in a negative light. Also, please bear in mind that some White Nationalists don't think that Black people are in fact not theA�����rootA�����cause of the growing ills of within our society because apprently it's Jews who control the media, the banks, the government, or the other centers of power in Western society. However, it is easier for them to use the more obvious example of black people as a first step to point out the lies of ""racial differences"", with the ultimate goal of getting people to see and understand ""the Jewish problem"", which is a much more dangerous ideology of theirs."	dynahate	19922	harmful stereotype	1	3	Counter hate or referencing hate	1	1	1
6089	The media was set up by the people to mind control the native population to their bidding, take over the world, and force everyone into lots of debt.	dynahate	25341	harmful stereotype	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	1
6090	If you go to any white supremacist websites you'd be surprised that they at least claim not to hate black people or other non whites. They say (rightly) that no one chooses their race and it wouldn't be logical to hate someone for something that they can't control. They do believe that blacks are dumb, inferior, more eager to violence and crime and they believe that if the Jews didn't exist to fool everyone into desegregation all those problems would go away. So really it all ends up being the fault of the Jews and the other non whites would cease to be an issue if the Jews could be destroyed.	dynahate	13672	harmful stereotype	1	1	Counter hate or referencing hate	1	1	1
6092	There was cynicism and wickedness in the way the Nazis ran the camps against Jews	dynahate	41174	harmful stereotype	3	3	Neutral analytical discussion	1	1	1
6094	People of certain cultural backgrounds should not be allowed to control our government.	gpt	-1	harmful stereotype	1	1	Counter hate or referencing hate	-1	-1	-1
6095	People of a certain race or religion should not be trusted because of their background.	gpt	-1	harmful stereotype	1	1	Counter hate or referencing hate	-1	-1	-1
6096	I despise people of any faith, race, or background who are different from me.	gpt	-1	harmful stereotype	1	1	Counter hate or referencing hate	-1	-1	-1
6097	I disapprove of anyone who insists on inciting fear and hostility in others.	gpt	-1	harmful stereotype	1	1	Counter hate or referencing hate	-1	-1	-1
6098	I strongly disagree with your beliefs.	gpt	-1	harmful stereotype	1	1	Counter hate or referencing hate	-1	-1	-1
